images,boxes,minimasks,rpn_match,rpn_bbox,names,embryos,instance_nbs,typicals,labels
/data/icar/gdavid/Embryo3D/images/Carl_t057_a63.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a63.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a63.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a63.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a63.npy,Carl_t057_a63,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a10.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a10.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a10.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a10.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a10.npy,Carl_t057_a10,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a43.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a43.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a43.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a43.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a43.npy,Carl_t057_a43,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a71.npy,Carl_t057_a71,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a75.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a75.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a75.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a75.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a75.npy,Carl_t057_a75,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a60.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a60.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a60.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a60.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a60.npy,Carl_t057_a60,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Carl_t057_a34.tiff,/data/icar/gdavid/Embryo3D/boxes/Carl_t057_a34.dat,/data/icar/gdavid/Embryo3D/minimasks/Carl_t057_a34.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Carl_t057_a34.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Carl_t057_a34.npy,Carl_t057_a34,Carl,161.0,34.21474351058178,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a52.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a52.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a52.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a52.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a52.npy,Ines_t058_a52,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a02.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a02.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a02.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a02.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a02.npy,Ines_t058_a02,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a03.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a03.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a03.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a03.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a03.npy,Ines_t058_a03,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a63.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a63.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a63.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a63.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a63.npy,Ines_t058_a63,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a23.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a23.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a23.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a23.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a23.npy,Ines_t058_a23,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a65.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a65.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a65.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a65.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a65.npy,Ines_t058_a65,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a12.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a12.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a12.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a12.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a12.npy,Ines_t058_a12,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a72.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a72.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a72.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a72.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a72.npy,Ines_t058_a72,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a62.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a62.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a62.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a62.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a62.npy,Ines_t058_a62,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a31.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a31.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a31.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a31.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a31.npy,Ines_t058_a31,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a14.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a14.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a14.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a14.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a14.npy,Ines_t058_a14,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Ines_t058_a21.tiff,/data/icar/gdavid/Embryo3D/boxes/Ines_t058_a21.dat,/data/icar/gdavid/Embryo3D/minimasks/Ines_t058_a21.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Ines_t058_a21.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Ines_t058_a21.npy,Ines_t058_a21,Ines,214.0,34.54282779816913,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a33.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a33.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a33.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a33.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a33.npy,Come-Nodal_t021_a33,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a35.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a35.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a35.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a35.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a35.npy,Come-Nodal_t021_a35,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a21.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a21.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a21.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a21.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a21.npy,Come-Nodal_t021_a21,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a14.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a14.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a14.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a14.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a14.npy,Come-Nodal_t021_a14,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a23.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a23.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a23.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a23.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a23.npy,Come-Nodal_t021_a23,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a44.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a44.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a44.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a44.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a44.npy,Come-Nodal_t021_a44,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a01.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a01.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a01.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a01.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a01.npy,Come-Nodal_t021_a01,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a73.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a73.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a73.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a73.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a73.npy,Come-Nodal_t021_a73,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a41.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a41.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a41.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a41.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a41.npy,Come-Nodal_t021_a41,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a71.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a71.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a71.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a71.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a71.npy,Come-Nodal_t021_a71,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a11.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a11.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a11.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a11.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a11.npy,Come-Nodal_t021_a11,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Come-Nodal_t021_a00.tiff,/data/icar/gdavid/Embryo3D/boxes/Come-Nodal_t021_a00.dat,/data/icar/gdavid/Embryo3D/minimasks/Come-Nodal_t021_a00.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Come-Nodal_t021_a00.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Come-Nodal_t021_a00.npy,Come-Nodal_t021_a00,Come-Nodal,112.0,33.3120231109168,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t039_a15.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t039_a15.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t039_a15.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t039_a15.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t039_a15.npy,Eminie_t039_a15,Eminie,130.0,34.11680081570724,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t039_a54.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t039_a54.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t039_a54.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t039_a54.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t039_a54.npy,Eminie_t039_a54,Eminie,130.0,34.11680081570724,0.0
/data/icar/gdavid/Embryo3D/images/Eminie_t039_a53.tiff,/data/icar/gdavid/Embryo3D/boxes/Eminie_t039_a53.dat,/data/icar/gdavid/Embryo3D/minimasks/Eminie_t039_a53.pickle,/data/icar/gdavid/Embryo3D/rpn_match/Eminie_t039_a53.npy,/data/icar/gdavid/Embryo3D/rpn_bbox/Eminie_t039_a53.npy,Eminie_t039_a53,Eminie,130.0,34.11680081570724,0.0
